Team,Player,GP,AAG (Median),AAG (Mean),AAG% (Median),AAG% (Mean),REL (Median),REL (Mean),1.1 3/6,1.2 3/7,1.3 3/8,2.1 3/9,2.2 3/10,2.3 3/11,3.1 3/12,3.2 3/13,3.3 3/14,4.1 3/15,4.2 3/16,4.3 3/17,5.1 3/18,5.2 3/19,5.3 3/20,6.1 3/21,6.2 3/22,6.3 3/23,7.1 3/24,7.2 3/25,7.3 3/26,8.1 3/27,8.2 3/28,8.3 3/29,9.1 4/2,9.2 4/3,9.3 4/4,10.1 4/5,10.2 4/6,10.3 4/7,11.1 4/8,11.2 4/9,11.3 4/10,12.1 4/11,12.2 4/12,12.3 4/13,13.1 4/14,13.2 4/15,13.3 4/16,14.1 4/17,14.2 4/18,14.3 4/19,15.1 4/21,15.2 4/22,15.3 4/23
RKL,Average Player (Median),,,,50%,,1.000,,6561.5,6203.0,10642.5,7624.5,5637.5,4567.0,6113.0,7206.5,7730.5,8698.5,4317.0,3086.0,6515.5,4975.0,8869.0,7702.5,6313.5,7694.0,4549.5,2909.5,2703.0,8629.0,6506.5,8475.0,5395.0,4178.5,4467.0,6640.0,4165.5,5928.5,6776.0,5579.0,4171.5,4648.5,5916.0,5635.0,2573.5,5516.0,3861.5,3195.5,5025.5,7413.5,3786.0,9435.0,6374.0
RKL,Average Player (Mean),,,,,50%,,1.000,6394.3,6165.9,10358.8,7568.4,5571.5,4780.5,6120.2,7061.3,7320.8,8633.2,4351.0,3038.3,6319.7,4815.9,8618.0,7742.7,6041.7,7514.9,4445.0,2812.3,2702.5,7843.0,6214.1,8349.8,5237.1,4199.2,4608.2,6736.5,3917.9,5872.9,6214.2,5386.5,4266.9,4479.5,5712.7,5539.5,2544.4,5474.7,3813.3,3142.5,4973.0,7442.7,3567.4,9161.7,6141.4
Tacos,@bam,15,8,9,53%,60%,1.025,1.054,6982,,,7186,,,6402,,,7706,,,8014,,,7954,,,4816,,,8616,,,5660,,,6498,,,6114,,,5249,,,2281,,,3074,,,5099,,
Tacos,@burgerking,15,12,14,80%,93%,1.048,1.077,7777,,,7928,,,6228,,,8729,,,6804,,,8678,,,5238,,,9258,,,5874,,,6887,,,6511,,,4489,,,1811,,,3679,,,3819,,
Tacos,@gschmoney,3,2,2,67%,67%,1.009,1.025,,,,,,,,,,,,,5736,,,8609,,,,,,,,,5443,,,,,,,,,,,,,,,,,,,,
Tacos,@iverson,15,12,12,80%,80%,1.079,1.109,5927,,,9143,,,7659,,,8800,,,7300,,,7866,,,5564,,,8842,,,6352,,,6480,,,6939,,,5455,,,1711,,,3911,,,4496,,
Tacos,@ryoshi,9,8,8,89%,89%,1.115,1.143,7410,,,8937,,,,,,10283,,,,,,,,,,,,,,,,,,6913,,,7522,,,5757,,,2222,,,3408,,,3881,,
Tacos,@siri,15,7,8,47%,53%,0.981,1.008,6621,,,9041,,,6475,,,7008,,,5912,,,6987,,,5279,,,7309,,,5370,,,5972,,,6207,,,5474,,,3352,,,3566,,,3101,,
Tacos,@tacko,6,3,3,50%,50%,0.900,0.935,,,,,,,5442,,,,,,,,,,,,5597,,,4723,,,6628,,,,,,,,,,,,3179,,,1853,,,,,
Tacos,@tezzywezzy,8,5,6,63%,75%,1.059,1.102,,,,,,,,,,,,,5769,,,9313,,,4815,,,8845,,,,,,8277,,,7275,,,4538,,,,,,,,,3330,,
Tacos,@zionwilliamson (@metcalf),4,3,3,75%,75%,0.901,0.910,6655,,,8279,,,7296,,,3906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,@btjszn (@nate_) ,9,5,6,56%,67%,1.006,1.032,6021,,,8970,,,6479,,,9109,,,6454,,,,7123,,,1254,,,7721,,,,,,2629,,,,,,,,,,,,,,,,
Kings,@cinemax,7,1,1,14%,14%,0.844,0.857,5427,,,7993,,,5574,,,6235,,,6017,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,5422,,,
Kings,@clase (@hvl),10,6,7,60%,70%,1.025,1.048,,,,,,,,,,,,,,,,,5512,,,3830,,,6872,,,4219,,,4556,,,,4426,,,5440,,,3860,,,7363,,,6737
Kings,@devonta (Kings),4,2,2,50%,50%,0.958,0.972,,,,,,,6283,,,8275,,,5451,,,,,,,3209,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,@jaylenszn,8,5,5,63%,63%,1.014,1.029,,,,,,,,,,,,,,,,,6364,,,2681,,,,,,4292,,,,,,,4434,,,5408,,,4020,,,7094,,,7117
Kings,@mario (Kings),4,3,3,75%,75%,1.011,1.021,6986,,,6696,,,6713,,,8911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,@masdog2222 (Kings),7,7,7,100%,100%,1.122,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,5333,,,5165,,,,4662,,,6023,,,4227,,,8154,,,6601
Kings,@morel (Kings),2,1,1,50%,50%,1.008,1.024,6988,,,7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,@rowan (@freakyfrank),6,5,5,83%,83%,1.093,1.119,,,,,,,,,,,,,,,,,,,,,,,6884,,,6086,,,1633,,,,,,,,,,3954,,,9268,,,7687
Kings,@sink (Kings),10,4,4,40%,40%,0.888,0.912,,,,,,,,,,,,,7384,,,,5252,,,2955,,,6850,,,3971,,,2639,,,,4691,,,3725,,,3651,,,,,,3825
Kings,@thorpe (@clutch),15,11,12,73%,80%,1.059,1.079,7122,,,8292,,,5579,,,8217,,,6870,,,,7774,,,2515,,,6416,,,4722,,,4657,,,,4719,,,5812,,,4092,,,7610,,,7764
Kings,@witt,8,5,4,63%,50%,1.061,1.077,7879,,,9519,,,4773,,,8161,,,6651,,,,,,,,,,9069,,,,,,,,,,4197,,,4717,,,,,,,,,
Flames,@corbin (@member674110),8,7,7,88%,88%,1.014,1.035,,,,,,,,,,9511,,,,,,,4384,,,3193,,,6745,,,4233,,,,,,,,,,6292,,,,,,7450,,,6884
Flames,@crozo,1,1,1,100%,100%,1.126,1.124,,,,,,,6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flames,@darwin (@senga) (Flames),1,0,0,0%,0%,0.765,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874
Flames,@ejwise (Flames),7,6,6,86%,86%,1.179,1.194,,,,,,,,,,11538,,,,7211,,,4949,,,,,,,,,5800,,,,6475,,,4649,,,,,,4328,,,,,,
Flames,@frostyy,15,9,9,60%,60%,1.024,1.040,7168,,,8277,,,6114,,,9873,,,,4898,,,6494,,,2766,,,5415,,,4153,,,,5326,,,3372,,,5644,,,4806,,,7745,,,7277
Flames,@intriquid,12,8,8,67%,67%,1.079,1.095,7525,,,7455,,,5481,,,,,,,6526,,,5907,,,,,,7230,,,4407,,,,6036,,,3864,,,6050,,,6084,,,8188,,,
Flames,@j417 (Flames),1,0,0,0%,0%,0.963,0.970,,,,7344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flames,@kuminga_,2,0,0,0%,0%,0.948,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,4061,,,,,,,3852,,,,,,,,,,,,
Flames,@plemay,13,3,4,23%,31%,0.909,0.926,6644,,,6804,,,6068,,,8097,,,,4268,,,4866,,,2276,,,6407,,,,,,,5670,,,,,,6209,,,4105,,,5385,,,4909
Flames,@rojoknicks,1,0,1,0%,100%,0.986,1.020,,,,,,,,,,,,,,,,,,,,2868,,,,,,,,,,,,,,,,,,,,,,,,,
Flames,@tjgany,14,9,10,64%,71%,1.047,1.062,6873,,,7277,,,7961,,,8837,,,,5248,,,5449,,,2956,,,7313,,,3912,,,,7042,,,4689,,,5545,,,3287,,,8321,,,
Flames,@trixsta,4,2,1,50%,25%,1.013,1.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214,,,5194,,,,,,8524,,,5957
Flames,@wulf (@heroin),9,4,6,44%,67%,1.005,1.027,6273,,,,,,5414,,,9715,,,,5768,,,,,,2205,,,6397,,,,,,,5873,,,,,,,,,4129,,,,,,6423
Flames,@xyo,2,0,0,0%,0%,0.909,0.923,6270,,,6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stars,@dawgsnation (Stars),4,3,2,75%,50%,1.029,1.046,,,,,,,,,,10179,,,,,,7714,,,,3434,,,5233,,,,,,,,,,,,,,,,,,,,,,
Stars,@devinbooker,15,15,15,100%,100%,1.139,1.160,7052,,,8364,,,6909,,,11137,,,7283,,,8003,,,,4039,,,8263,,,4456,,,4954,,,6497,,,,6383,,,4591,,,7812,,,6604
Stars,@juan.soto22,11,9,9,82%,82%,1.049,1.066,,,,8205,,,8698,,,9410,,,1922,,,,,,,,,,,,,4810,,,4257,,,5890,,,,6420,,,4004,,,9881,,,5879
Stars,@lamb,15,12,13,80%,87%,1.045,1.064,7851,,,8035,,,5133,,,8737,,,6960,,,7929,,,,2813,,,6576,,,4368,,,4715,,,6142,,,,5978,,,3563,,,7590,,,7532
Stars,@morant,7,2,3,29%,43%,0.947,0.963,4613,,,7835,,,6018,,,,,,5242,,,8997,,,,2848,,,,,,,,,,,,,,,,,,,,,,,,,5934
Stars,@neev,5,3,3,60%,60%,1.032,1.059,6624,,,7462,,,,,,,,,,,,,,,,,,,7126,,,,,,,,,,,,,,,,3432,,,,,,7264
Stars,@playexplainer,8,2,3,25%,38%,0.953,0.963,,,,,,,6555,,,7683,,,6327,,,6759,,,,,,,,,,4085,,,4123,,,,,,,5094,,,,,,7422,,,
Stars,@raiola,15,10,11,67%,73%,1.052,1.071,6531,,,6895,,,6400,,,9159,,,7466,,,8615,,,,3735,,,6744,,,4068,,,5447,,,5794,,,,5193,,,4251,,,7405,,,6799
Stars,@willi3,4,1,1,25%,25%,0.964,0.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253,,,,7038,,,2647,,,6746,,,
Stars,@wisco,6,2,2,33%,33%,0.858,0.887,4090,,,,,,,,,,,,,,,,,,,3355,,,7234,,,3839,,,3498,,,3638,,,,,,,,,,,,,
Piggies ,@brandonmiller (@money),15,5,4,33%,27%,0.942,0.955,7548,,,7696,,,4926,,,,5375,,,5344,,,5309,,,2751,,,5627,,,,4483,,,5704,,,3817,,,5466,,,2176,,,6752,,,5362
Piggies ,@cs_derrick13,9,7,7,78%,78%,1.055,1.065,,,,,,,6168,,,,,,,,,,,,,,,,7625,,,,5245,,,6039,,,3902,,,5708,,,4949,,,6758,,,6858
Piggies ,@evan_stewart_ii (@killerbees_71),11,6,6,55%,55%,0.983,1.000,7218,,,7533,,,5250,,,,3127,,,5488,,,5528,,,3183,,,7161,,,,2780,,,,,,,,,,,,,,,8049,,,7166
Piggies ,@glaciers,15,7,8,47%,53%,1.023,1.038,6039,,,7811,,,6978,,,,4129,,,4597,,,6263,,,3351,,,7502,,,,4825,,,5124,,,4071,,,6891,,,3433,,,8714,,,5373
Piggies ,@jtfr,12,5,5,42%,42%,0.998,1.011,7943,,,8964,,,5259,,,,4286,,,4623,,,,,,,,,6173,,,,,,,4733,,,3166,,,3006,,,4666,,,8350,,,8157
Piggies ,@lxst (@money/@corum) (Piggies),5,1,1,20%,20%,0.911,0.921,5466,,,5415,,,,,,,4190,,,,,,8194,,,,,,,,,,3401,,,,,,,,,,,,,,,,,,
Piggies ,@ngasilver (@silver) (Piggies),1,0,0,0%,0%,0.853,0.852,,,,,,,5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piggies ,@shitsterken (@trossard),7,3,3,43%,43%,0.986,0.997,6690,,,,,,,,,,4264,,,4762,,,7810,,,,,,,,,,2899,,,6208,,,3592,,,,,,,,,,,,
Piggies ,@shot (Piggies),6,3,3,50%,50%,0.899,0.929,,,,,,,,,,,,,,3555,,,6416,,,2977,,,6792,,,,,,,,,,,,,3965,,,3454,,,,,,
Piggies ,@starwars (@payton),2,0,0,0%,0%,0.686,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7385,,,2077
Piggies ,@wxrtz,1,0,0,0%,0%,0.618,0.639,,,,,,,,,,,,,,,,,,,,1798,,,,,,,,,,,,,,,,,,,,,,,,,
Piggies ,@zane,6,1,1,17%,17%,0.753,0.760,,,,7223,,,,,,,,,,,,,,,,2522,,,,,,,,,,6508,,,2382,,,549,,,3510,,,,,,
Aces,@🚀📈🔥 (@yaxel),15,10,10,67%,67%,1.033,1.053,7768,,,8099,,,6888,,,7130,,,6173,,,6748,,,3624,,,,7098,,,5215,,,4345,,,5962,,,6926,,,,3732,,,8416,,,6683
Aces,@berg_02,5,0,0,0%,0%,0.828,0.845,5085,,,,,,,,,,,,,,,,,,,,,,4333,,,3525,,,,,,,,,,,,,,,,7085,,,5660
Aces,@curtisjoneslover,3,0,0,0%,0%,0.809,0.826,4930,,,7263,,,,,,,,,4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aces,@grizzy,12,3,4,25%,33%,0.916,0.931,5053,,,6332,,,3222,,,10359,,,6577,,,7360,,,4125,,,,,,,,,,3125,,,,,,5820,,,,2883,,,7353,,,6950
Aces,@hoosier (Aces),4,2,3,50%,75%,0.915,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,,,5764,,,,4112,,,,,,4221
Aces,@kenny_wya,15,11,12,73%,80%,1.062,1.082,7452,,,8160,,,7192,,,9312,,,6634,,,7930,,,4562,,,,6336,,,4118,,,3907,,,6512,,,5275,,,,5041,,,7826,,,7151
Aces,@kumingaszn,6,1,1,17%,17%,0.839,0.847,,,,,,,,,,8155,,,7228,,,6156,,,,,,,,,,3648,,,,,,2668,,,,,,,,,,5780,,,
Aces,@lindors,1,0,0,0%,0%,0.477,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038
Aces,@mars_vibezz (Aces),6,3,3,50%,50%,0.975,0.999,4936,,,6343,,,5530,,,,,,,,,,,,4925,,,,7238,,,,,,5647,,,,,,,,,,,,,,,,
Aces,@sony_ (@sony),10,1,2,10%,20%,0.885,0.902,,,,,,,5424,,,8668,,,,,,6827,,,3323,,,,4710,,,4023,,,4336,,,5258,,,5472,,,,2622,,,,,,
Aces,@sotonyc,13,7,8,54%,62%,0.998,1.015,,,,8124,,,6660,,,9626,,,6610,,,7358,,,4232,,,,7437,,,4069,,,3193,,,3567,,,5783,,,,4065,,,7975,,,
Donuts,@abos,2,0,0,0%,0%,0.913,0.927,5781,,,7166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donuts,@bacotlover (@bacot),4,0,0,0%,0%,0.882,0.899,,,,,,,,,,,3162,,,,,,5433,,,,,,,7788,,,,,,,,,,,,5442,,,,,,,,,
Donuts,@bohm,15,6,7,40%,47%,0.986,1.000,6357,,,7529,,,,8443,,,5303,,,4916,,,6459,,,1886,,,,7578,,,4238,,,6262,,,4303,,,4154,,,3203,,,6135,,,8273
Donuts,@coby (Donuts),7,4,4,57%,57%,1.037,1.042,,,,,,,,,,,,,,,,,,,,,,,,,,,5685,,,7449,,,4867,,,6282,,,3327,,,5980,,,5667
Donuts,@flock.ravens (Donuts),3,1,1,33%,33%,0.977,0.994,,,,,,,,6990,,,3499,,,5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donuts,@hutchinson,14,9,9,64%,64%,1.009,1.023,6327,,,7679,,,,7567,,,,,,5077,,,7368,,,3298,,,,9584,,,4720,,,6747,,,3241,,,4878,,,4164,,,7170,,,4805
Donuts,@poopybuttlover,10,3,5,30%,50%,0.881,0.895,6523,,,7653,,,,3762,,,3831,,,,,,6546,,,4305,,,,8386,,,,,,5540,,,,,,4250,,,,,,4161,,,
Donuts,@rhyne_,1,0,0,0%,0%,0.142,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,,,,,,
Donuts,@samismid,1,1,1,100%,100%,1.113,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4641,,,,,,,,,,,,
Donuts,@skiseason,3,3,3,100%,100%,1.111,1.132,,,,,,,,,,,,,,5262,,,,,,,,,,,,,,,,,,,,,,,,,,,,7861,,,7713
Donuts,@tay (@ihatekarmagrinding),12,6,7,50%,58%,0.992,1.007,6035,,,7781,,,,7707,,,5096,,,4966,,,6454,,,3576,,,,,,,3580,,,4371,,,4132,,,,,,3755,,,,,,6744
Donuts,@trae_young,1,0,0,0%,0%,0.694,0.705,,,,,,,,,,,,,,,,,,,,,,,,5884,,,,,,,,,,,,,,,,,,,,,
Donuts,@winslowforprez,13,10,10,77%,77%,1.045,1.061,6799,,,,,,,7940,,,3591,,,5658,,,7373,,,3426,,,,9059,,,5322,,,5949,,,5938,,,6092,,,3158,,,,,,4059
Donuts,@yellow,4,2,2,50%,50%,0.999,0.998,,,,5899,,,,,,,,,,,,,,,,3865,,,,,,,4327,,,,,,,,,,,,,,,8302,,,
Heroes,@13allard,1,0,0,0%,0%,0.555,0.569,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@cadewave (@ashton) (Heroes),5,1,1,20%,20%,0.946,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,3519,,,,,,4983,,,6298,,,,,,,6925,,,6139
Heroes,@cookie,2,0,0,0%,0%,0.776,0.788,,,,,,,5090,,,,,,4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@crow.armstrong,10,5,6,50%,60%,1.016,1.046,,,,,,,6112,,,10252,,,6383,,,,,,5039,,,8642,,,,,,,3701,,,5741,,,,,,5399,,,,9043,,,4262
Heroes,@deshaun4prison (Heroes),2,1,2,50%,100%,1.052,1.068,6460,,,8459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@devonta (Heroes),2,1,1,50%,50%,1.042,1.059,7985,,,6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@garland,13,5,4,38%,31%,0.953,0.977,7809,,,8188,,,5048,,,8279,,,6054,,,7037,,,4858,,,8879,,,,4192,,,2072,,,5179,,,5482,,,4826,,,,,,,
Heroes,@longganisa (@rich.brian) (Heroes),13,6,8,46%,62%,1.020,1.046,,,,,,,5879,,,9536,,,7462,,,6780,,,4545,,,10049,,,,3519,,,3607,,,5860,,,5826,,,5001,,,,7911,,,7016
Heroes,@marner (Heroes),9,5,6,56%,67%,1.009,1.044,,,,,,,,,,,,,,,,,,,4879,,,8976,,,,4485,,,4059,,,6530,,,6071,,,5212,,,,7306,,,5262
Heroes,@member98674 (@erndog) (Heroes),6,2,2,33%,33%,0.997,1.008,5922,,,10572,,,5649,,,6756,,,5870,,,8337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@morel (Heroes),6,3,3,50%,50%,1.038,1.066,,,,,,,5950,,,10455,,,7241,,,7008,,,4172,,,9003,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@murray (Heroes),2,0,0,0%,0%,0.846,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873,,,,,,,,,,,,,,,,6045
Heroes,@ngasilver (@silver) (Heroes),1,0,0,0%,0%,0.594,0.598,,,,4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes,@palmer (Heroes),2,0,0,0%,0%,0.812,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453,,,,5052,,,
Heroes,@snivy,10,3,5,30%,50%,1.007,1.034,,,,6976,,,,,,,,,,,,9818,,,,,,8111,,,,3987,,,5671,,,5443,,,4429,,,7650,,,,6552,,,4879
Heroes,@zaccc,6,4,4,67%,67%,1.041,1.054,6619,,,,,,,,,8813,,,,,,7553,,,4287,,,,,,,4376,,,,,,,,,7499,,,,,,,,,,
Jammers,@🍁,1,1,1,100%,100%,1.180,1.144,,,,,,,,,,,,,,,,,,,,,,,,,,,5270,,,,,,,,,,,,,,,,,,
Jammers,@caustic,15,9,12,60%,80%,1.052,1.065,6400,,,,6723,,,7194,,,4360,,,4839,,,6654,,,,3168,,,9838,,,3759,,,6605,,,4839,,,6325,,,4368,,,7281,,,6017
Jammers,@cteszn,15,8,8,53%,53%,1.034,1.047,6386,,,,5399,,,7044,,,4394,,,5887,,,5811,,,,3438,,,9744,,,4838,,,6320,,,5051,,,5252,,,3783,,,7822,,,5705
Jammers,@dariusgarland (@dortch) (Jammers),4,0,0,0%,0%,0.835,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,,3881,,,,,,3829,,,,,,2280,,,6642,,,
Jammers,@fun (Jammers),5,4,4,80%,80%,1.038,1.053,6865,,,,,,,9069,,,2559,,,,,,,,,,2896,,,8997,,,,,,,,,,,,,,,,,,,,,
Jammers,@gavinlub,2,1,1,50%,50%,1.009,1.041,,,,,,,,,,,,,,,,,6863,,,,,,,,,,,,,,,,,,,5198,,,,,,,,,
Jammers,@mccasual,14,6,6,43%,43%,0.989,1.004,6291,,,,5827,,,6699,,,4588,,,4739,,,7057,,,,2366,,,8501,,,,,,5829,,,4099,,,6065,,,2762,,,7001,,,6834
Jammers,@mlbelite (Jammers),1,0,1,0%,100%,0.967,1.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162
Jammers,@robertjr_ (@robertjr88),3,1,1,33%,33%,0.967,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,3802,,,5115,,,,,,,,,,,,8301,,,
Jammers,@sweat,13,9,9,69%,69%,1.074,1.092,6022,,,,6655,,,6689,,,6031,,,5667,,,7225,,,,2707,,,9102,,,,,,5250,,,4775,,,6172,,,3696,,,,,,7488
Jammers,@swouse,15,11,11,73%,73%,1.088,1.102,6639,,,,5918,,,7687,,,5421,,,5309,,,7280,,,,2938,,,8111,,,7003,,,6852,,,4845,,,5477,,,3561,,,7096,,,7336
Jammers,@thorpee,2,0,0,0%,0%,0.621,0.635,,,,,2720,,,,,,,,,3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@arttheclown_ (Stimmers),4,3,3,75%,75%,1.048,1.058,7050,,,9484,,,6335,,,7521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@bigsnook (Stimmers),10,5,6,50%,60%,1.023,1.059,,,,,,,,,,,,,,,,7871,,,4244,,,10444,,,5161,,,,4492,,,4141,,,6910,,,6201,,,4996,,,,5763
Stimmers,@bruhmomment,1,0,0,0%,0%,0.542,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454
Stimmers,@chltown (Stimmers),8,1,1,13%,13%,0.804,0.836,,,,,,,,,,,,,6882,,,7217,,,3993,,,2917,,,4785,,,,3780,,,3943,,,5431,,,,,,,,,,
Stimmers,@dracula (@draculas) (Stimmers),5,1,1,20%,20%,0.832,0.838,,,,5061,,,5561,,,7312,,,6927,,,5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@.ravens (Stimmers),5,3,3,60%,60%,1.052,1.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293,,,6348,,,6451,,,4884,,,,6911
Stimmers,@frylock (Stimmers),1,0,0,0%,0%,0.696,0.766,,,,,,,,,,,,,,,,,,,,,,6004,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@homeslice2,7,2,2,29%,29%,0.834,0.852,,,,4979,,,,,,7904,,,,,,,,,,,,,,,,,,,4622,,,4094,,,,,,6342,,,2863,,,,5042
Stimmers,@mpls (Stimmers),7,4,5,57%,71%,0.979,0.993,6592,,,7865,,,4952,,,,,,6708,,,8007,,,4493,,,,,,4909,,,,,,,,,,,,,,,,,,,,
Stimmers,@nael_abuasi (Stimmers),3,1,1,33%,33%,0.897,0.906,4643,,,,,,6911,,,7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@okorolover355 (@iouisss) (Stimmers),6,3,3,50%,50%,0.943,0.981,,,,,,,,,,,,,6927,,,7946,,,4984,,,7829,,,4239,,,,2917,,,,,,,,,,,,,,,,
Stimmers,@palmer (Stimmers),1,0,0,0%,0%,0.757,0.757,,,,,,,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@poolepartyjp3,12,6,7,50%,58%,1.015,1.044,,,,,,,7019,,,8403,,,6577,,,7691,,,4224,,,8669,,,5430,,,,3460,,,,,,6240,,,7131,,,4578,,,,6325
Stimmers,@relaxedp (Stimmers),7,3,4,43%,57%,1.028,1.075,,,,,,,,,,,,,,,,,,,3995,,,9373,,,4784,,,,4544,,,7251,,,5713,,,5192,,,,,,,
Stimmers,@robertjr,1,0,0,0%,0%,0.564,0.578,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@seahawkswoolen,3,0,1,0%,33%,0.878,0.885,,,,7596,,,,,,6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4411,,,,
Stimmers,@spursszn_,1,0,0,0%,0%,0.902,0.926,5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@tatum (Stimmers),1,0,0,0%,0%,0.784,0.808,,,,,,,,,,,,,5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stimmers,@toasty (Stimmers),5,0,0,0%,0%,0.893,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4729,,,5495,,,5161,,,4058,,,,5922
Stimmers,@tylrr (Stimmers),2,0,0,0%,0%,0.808,0.821,5456,,,6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freaks,@ai (@sakina),15,7,7,47%,47%,0.960,0.969,,7757,,,4358,,,6730,,,4077,,,3252,,,,8187,,,2969,,,8701,,,5313,,,5979,,,2193,,,4909,,,4092,,,7184,,,5946
Freaks,@bennett,5,2,2,40%,40%,1.016,1.019,,5726,,,7805,,,,,,,,,,,,,,,,3416,,,7599,,,3374,,,,,,,,,,,,,,,,,,
Freaks,@bklyn,1,0,0,0%,0%,0.934,0.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,,,,,,,,,
Freaks,@bshumer1 (Freaks),3,0,0,0%,0%,0.802,0.810,,,,,,,,,,,3920,,,3761,,,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,
Freaks,@etan22,4,4,4,100%,100%,1.090,1.100,,7599,,,6067,,,7219,,,4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freaks,@ggs1,3,2,2,67%,67%,1.170,1.176,,,,,,,,,,,,,,,,,,9024,,,,,,,,,6943,,,5196,,,,,,,,,,,,,,,
Freaks,@mario (Freaks),10,7,7,70%,70%,1.028,1.042,,,,,,,,,,,,,,5534,,,,8667,,,2741,,,7114,,,,,,6512,,,4767,,,6164,,,3745,,,6668,,,6931
Freaks,@morel (Freaks),4,1,1,25%,25%,0.962,0.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654,,,,,,3248,,,7289,,,6794
Freaks,@norrispaul13 (Freaks),4,1,1,25%,25%,0.968,0.977,,7656,,,5350,,,6303,,,3310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freaks,@supa,14,11,11,79%,79%,1.249,1.262,,8997,,,6675,,,9330,,,7155,,,6261,,,,7318,,,,,,9446,,,5503,,,5427,,,7150,,,6580,,,6396,,,10484,,,6134
Freaks,@vj,13,9,9,69%,69%,1.024,1.035,,5393,,,,,,6589,,,,,,3449,,,,7893,,,3365,,,9020,,,6105,,,6591,,,4616,,,6910,,,4019,,,6319,,,6630
